Year,Province,Division,District,Admin_Type,Urban_Rural,Dominant_Sector,Population,Population_Density,Area_km2,Literacy_Rate,Male_Literacy,Female_Literacy,GDP_Per_Capita,Poverty_Rate,Unemployment_Rate,Num_Schools,Num_Hospitals,Electricity_Access,Water_Access,Road_Network_km,Annual_Rainfall_mm,Avg_Temperature_C,Crime_Rate_per100k,Health_Expenditure_PKR,Education_Expenditure_PKR,Agriculture_Share_pct,Infant_Mortality_per1000,Life_Expectancy
2015,Balochistan,Kalat,Kalat,District,Rural,Mining,376266,20.68,18197.3,44.83,55.04,34.12,44085.0,44.67,11.26,140,8,47.55,48.59,20988,219.8,28.8,46.57,1027.0,1356.0,32.11,56.64,57.32
2016,Balochistan,Kalat,Kalat,District,Rural,Education,382979,17.95,21334.0,39.96,44.03,32.89,23769.0,43.74,9.48,118,4,49.77,51.42,15585,222.5,18.9,43.17,744.0,1623.0,36.25,49.43,56.54
2017,Balochistan,Kalat,Kalat,District,Urban,Services,392612,22.7,17295.7,47.7,52.49,28.34,34848.0,38.59,13.35,97,4,53.14,56.62,17192,137.6,24.8,39.57,1434.0,2008.0,34.92,55.55,60.23
2018,Balochistan,Kalat,Kalat,District,Semi-Urban,Manufacturing,401915,22.72,17693.7,38.57,44.02,27.65,34402.0,40.48,14.78,83,4,39.03,44.25,9933,187.8,30.5,35.64,985.0,2015.0,58.65,59.09,56.14
2019,Balochistan,Kalat,Kalat,District,Urban,Education,405144,44.13,9180.4,46.4,54.27,32.17,34356.0,39.52,12.42,117,7,49.84,58.1,10233,215.3,19.9,31.68,920.0,1351.0,32.12,56.85,57.89
2020,Balochistan,Kalat,Kalat,District,Urban,Healthcare,400387,26.29,15227.3,39.97,46.73,21.76,32060.0,42.02,10.92,99,8,50.44,53.54,17778,118.4,27.1,44.23,950.0,1790.0,52.53,54.71,57.26
2021,Balochistan,Kalat,Kalat,District,Urban,Construction,456389,25.25,18075.7,54.63,65.83,47.0,25660.0,33.47,13.6,126,5,63.22,64.7,18241,121.5,30.4,16.26,657.0,1539.0,69.86,48.55,63.17
2022,Balochistan,Kalat,Kalat,District,Rural,Mining,468473,153.65,3049.1,51.37,62.26,38.5,32727.0,34.5,14.31,161,6,60.16,50.36,2199,171.8,27.0,23.99,844.0,1129.0,26.71,46.63,55.44
2023,Balochistan,Kalat,Kalat,District,Rural,Mining,420738,45.72,9203.4,45.97,56.94,28.13,39204.0,42.83,15.56,164,4,53.24,50.43,5477,226.3,20.5,27.43,1256.0,1326.0,61.35,50.32,58.23
2024,Balochistan,Kalat,Kalat,District,Semi-Urban,Manufacturing,510773,18.11,28203.1,43.57,48.18,29.98,41000.0,34.01,8.78,252,8,45.91,42.37,10037,149.3,26.2,22.91,965.0,1733.0,37.98,48.51,59.44
2015,Balochistan,Kalat,Kharan,District,Semi-Urban,Mining,484178,22.31,21699.6,49.92,53.45,42.92,42115.0,34.18,11.91,165,10,58.67,48.33,13806,200.6,21.1,35.43,1729.0,2801.0,57.39,44.43,60.74
2016,Balochistan,Kalat,Kharan,District,Urban,Healthcare,498187,19.83,25116.9,51.24,62.41,40.81,40923.0,40.87,8.74,116,6,55.05,59.3,19914,184.6,25.4,30.1,1439.0,2165.0,25.61,46.67,59.17
2017,Balochistan,Kalat,Kharan,District,Semi-Urban,Agriculture,497580,30.03,16569.6,42.61,49.75,30.81,29281.0,43.45,15.58,211,9,47.1,38.04,13303,181.9,29.3,28.39,1177.0,1239.0,42.84,50.27,58.73
2018,Balochistan,Kalat,Kharan,District,Semi-Urban,Services,499655,239.71,2084.4,42.67,54.54,24.26,28098.0,35.85,17.45,188,11,44.76,50.28,1392,187.4,18.8,40.43,1210.0,1704.0,43.6,50.2,58.13
2019,Balochistan,Kalat,Kharan,District,Urban,Services,554443,40.26,13770.1,43.54,50.93,28.61,40220.0,36.68,13.22,111,8,52.23,55.14,5601,157.6,27.6,35.26,2002.0,1839.0,52.68,57.17,62.08
2020,Balochistan,Kalat,Kharan,District,Urban,Manufacturing,516946,20.37,25375.0,38.26,44.86,29.81,51304.0,35.84,14.94,121,5,41.38,46.9,29020,166.3,23.3,27.09,2142.0,1771.0,27.76,52.84,56.46
2021,Balochistan,Kalat,Kharan,District,Semi-Urban,Construction,578932,24.69,23449.5,44.81,47.3,29.26,35741.0,38.49,12.49,124,14,43.42,40.11,16298,96.0,26.4,41.58,1294.0,2151.0,57.03,65.75,57.38
2022,Balochistan,Kalat,Kharan,District,Rural,Mining,593060,19.89,29817.5,54.42,65.18,45.87,28026.0,28.26,8.28,219,6,57.62,57.81,14877,229.1,29.5,31.93,813.0,909.0,69.28,48.55,61.94
2023,Balochistan,Kalat,Kharan,District,Urban,Manufacturing,631255,22.93,27524.2,52.3,57.49,35.52,52851.0,35.88,13.9,162,9,54.51,63.9,15686,259.5,27.4,38.43,1349.0,2723.0,40.82,55.53,61.99
2024,Balochistan,Kalat,Kharan,District,Rural,Agriculture,558652,21.48,26011.2,46.75,51.3,35.92,32579.0,33.29,10.95,229,8,42.94,47.99,29392,165.0,25.4,35.26,1480.0,1098.0,36.51,54.04,59.83
2015,Balochistan,Kalat,Khuzdar,District,Rural,Agriculture,730393,35.01,20862.8,45.96,56.65,33.76,26073.0,37.21,9.68,191,7,44.18,54.3,10235,220.4,25.8,37.59,670.0,1555.0,36.65,55.65,63.11
2016,Balochistan,Kalat,Khuzdar,District,Semi-Urban,Services,751334,27.22,27604.4,46.73,55.22,34.74,39666.0,35.03,13.4,183,9,48.01,44.51,21021,147.9,22.0,31.69,1385.0,1346.0,35.42,58.01,56.14
2017,Balochistan,Kalat,Khuzdar,District,Urban,Construction,781709,30.64,25512.5,43.57,54.92,34.66,33120.0,38.99,14.79,164,12,45.42,48.28,14431,129.8,20.0,24.36,857.0,1298.0,48.96,54.52,56.67
2018,Balochistan,Kalat,Khuzdar,District,Rural,Manufacturing,784815,45.06,17418.0,43.8,53.13,31.89,27854.0,38.61,13.35,162,13,50.87,47.0,16517,220.2,28.4,28.27,965.0,1857.0,37.61,53.07,54.07
2019,Balochistan,Kalat,Khuzdar,District,Rural,Agriculture,801675,219.97,3644.5,43.82,48.14,26.19,40102.0,45.61,9.72,381,8,53.62,50.61,1810,227.6,23.8,14.88,1351.0,1300.0,55.36,55.91,57.14
2020,Balochistan,Kalat,Khuzdar,District,Rural,Education,830181,30.13,27557.0,52.61,57.48,39.57,49974.0,38.94,11.29,208,20,55.33,52.94,24984,93.0,28.1,19.78,2208.0,3318.0,45.11,47.86,62.05
2021,Balochistan,Kalat,Khuzdar,District,Urban,Manufacturing,787731,127.69,6169.1,39.77,47.42,28.68,25870.0,37.35,12.93,305,11,48.02,39.15,3516,161.4,23.2,36.04,1160.0,860.0,69.51,54.93,57.64
2022,Balochistan,Kalat,Khuzdar,District,Urban,Healthcare,927956,321.41,2887.2,48.17,56.62,30.49,44075.0,35.0,14.08,288,14,50.49,53.68,3396,216.5,19.2,27.99,2065.0,2943.0,36.56,53.62,59.39
2023,Balochistan,Kalat,Khuzdar,District,Urban,Agriculture,827620,38.7,21384.1,49.91,53.71,35.04,53550.0,36.87,13.15,223,14,58.78,56.12,24919,140.5,25.6,33.62,2014.0,3218.0,62.52,53.27,62.63
2024,Balochistan,Kalat,Khuzdar,District,Rural,Education,934978,225.07,4154.2,54.85,58.25,38.51,38356.0,34.54,9.45,375,17,61.88,54.4,1539,251.4,22.6,27.66,1625.0,1681.0,69.42,48.97,59.94
2015,Balochistan,Kalat,Lasbela,District,Urban,Construction,246786,13.03,18944.7,44.8,49.08,33.04,21146.0,31.88,12.78,64,3,54.85,44.61,13046,204.1,29.0,26.63,854.0,1193.0,47.65,57.32,57.13
2016,Balochistan,Kalat,Lasbela,District,Urban,Services,249782,10.26,24345.5,44.02,47.08,34.27,36088.0,37.89,12.25,60,5,41.93,51.65,17048,204.1,28.4,26.89,1546.0,1230.0,20.26,65.95,57.21
2017,Balochistan,Kalat,Lasbela,District,Rural,Healthcare,252835,14.37,17595.6,49.73,51.85,31.77,32074.0,36.84,10.09,71,5,46.1,53.35,6619,197.4,29.0,29.73,1509.0,2124.0,40.69,50.14,57.6
2018,Balochistan,Kalat,Lasbela,District,Urban,Services,273183,40.48,6748.3,48.82,55.67,37.51,36980.0,42.71,10.36,86,5,48.46,51.36,7759,101.4,24.1,30.77,1539.0,1843.0,23.85,49.36,59.48
2019,Balochistan,Kalat,Lasbela,District,Urban,Mining,272848,47.09,5793.7,41.59,51.83,30.13,34802.0,38.08,16.44,135,4,50.06,42.95,2447,245.2,24.2,38.49,1031.0,2363.0,52.55,52.19,58.62
2020,Balochistan,Kalat,Lasbela,District,Semi-Urban,Agriculture,265886,9.17,29008.1,48.38,58.54,37.74,31582.0,32.62,15.79,54,4,53.96,50.94,33036,193.7,21.4,33.51,821.0,2207.0,39.65,52.94,60.88
2021,Balochistan,Kalat,Lasbela,District,Rural,Manufacturing,269046,97.71,2753.7,52.65,62.6,34.93,46390.0,31.54,14.37,64,2,50.53,60.7,2395,239.6,19.0,30.52,1265.0,2614.0,53.65,58.79,59.42
2022,Balochistan,Kalat,Lasbela,District,Rural,Healthcare,299171,73.49,4071.0,45.95,55.86,32.8,48457.0,37.84,10.34,60,4,47.37,49.19,3188,255.7,27.7,27.38,1897.0,1618.0,37.98,55.52,61.04
2023,Balochistan,Kalat,Lasbela,District,Urban,Services,310741,26.02,11940.2,56.84,63.14,37.35,45648.0,33.33,11.39,78,7,65.91,61.86,5967,161.9,28.5,28.23,1936.0,2388.0,20.53,48.96,60.01
2024,Balochistan,Kalat,Lasbela,District,Rural,Healthcare,314183,25.18,12475.3,54.06,65.26,44.62,32435.0,32.53,13.46,92,3,59.01,48.96,14304,269.6,24.8,35.36,787.0,1378.0,24.29,38.25,59.41
2015,Balochistan,Kalat,Mastung,District,Semi-Urban,Manufacturing,522685,34.09,15332.6,46.12,54.6,28.38,31563.0,41.13,15.76,157,6,46.29,45.21,17432,235.8,19.6,27.88,1332.0,1598.0,53.86,57.72,58.76
2016,Balochistan,Kalat,Mastung,District,Rural,Construction,535123,38.39,13938.3,37.24,48.07,21.17,28504.0,39.09,14.88,158,6,42.96,35.38,9059,208.3,23.5,36.54,1173.0,1090.0,42.48,60.32,53.66
2017,Balochistan,Kalat,Mastung,District,Semi-Urban,Mining,553233,147.46,3751.8,42.67,49.95,24.73,42334.0,40.25,13.72,239,5,41.21,42.79,2437,172.4,21.7,35.02,1345.0,1463.0,51.96,51.65,56.46
2018,Balochistan,Kalat,Mastung,District,Rural,Manufacturing,552721,80.92,6830.8,47.82,50.99,39.24,33788.0,34.92,8.92,137,6,56.82,52.45,5189,211.0,22.4,30.47,1100.0,1200.0,38.67,50.52,61.47
2019,Balochistan,Kalat,Mastung,District,Rural,Services,564868,28.54,19794.0,52.34,58.85,42.63,26962.0,26.87,11.04,138,7,62.11,55.59,22894,178.1,20.0,20.11,931.0,1019.0,22.68,42.12,63.02
2020,Balochistan,Kalat,Mastung,District,Urban,Manufacturing,575951,28.39,20286.0,39.22,43.43,22.28,38924.0,39.3,8.89,178,8,45.95,42.21,15901,120.1,25.9,36.35,975.0,1880.0,21.63,55.17,59.23
2021,Balochistan,Kalat,Mastung,District,Semi-Urban,Construction,618906,35.58,17392.3,54.9,64.09,49.28,46338.0,35.95,10.81,264,13,61.04,63.13,6820,156.0,29.5,25.24,2081.0,2783.0,47.32,45.45,65.62
2022,Balochistan,Kalat,Mastung,District,Urban,Education,589942,40.43,14592.5,49.61,57.49,32.45,55077.0,40.39,11.43,193,6,51.24,62.05,12392,229.6,21.3,33.19,1809.0,3010.0,37.53,48.6,58.78
2023,Balochistan,Kalat,Mastung,District,Urban,Education,660176,26.89,24552.3,51.84,63.36,38.25,50704.0,34.29,13.28,177,9,55.61,47.43,25378,266.2,22.1,28.62,1220.0,3042.0,45.72,49.29,56.56
2024,Balochistan,Kalat,Mastung,District,Rural,Education,626256,64.13,9765.1,49.3,55.22,31.64,27032.0,37.16,11.8,157,7,46.36,44.83,5291,148.0,21.5,38.97,877.0,1300.0,27.11,39.92,65.66
2015,Balochistan,Makran,Gwadar,District,Semi-Urban,Construction,660227,40.17,16437.2,50.54,59.87,33.93,21583.0,30.57,13.17,232,6,51.02,61.96,14322,148.9,18.0,21.36,883.0,1381.0,56.55,46.56,63.99
2016,Balochistan,Makran,Gwadar,District,Rural,Healthcare,679962,23.36,29107.6,48.14,58.02,30.35,30263.0,32.26,12.12,151,9,48.17,46.59,10000,188.5,19.8,46.77,696.0,1857.0,64.71,55.93,60.06
2017,Balochistan,Makran,Gwadar,District,Urban,Services,688907,26.48,26014.2,51.33,54.92,36.58,23743.0,39.08,13.14,207,17,60.57,47.67,9989,213.9,19.8,20.32,732.0,791.0,66.64,57.37,58.11
2018,Balochistan,Makran,Gwadar,District,Rural,Mining,714353,207.06,3450.0,51.23,54.01,43.02,39133.0,33.38,12.56,184,8,57.43,52.13,3146,106.4,19.3,40.99,794.0,2263.0,49.68,52.09,61.08
2019,Balochistan,Makran,Gwadar,District,Semi-Urban,Healthcare,744326,53.84,13824.8,52.55,55.92,34.33,50082.0,28.82,12.94,310,16,53.04,59.28,15028,108.4,22.4,34.59,1966.0,2859.0,58.67,46.98,63.52
2020,Balochistan,Makran,Gwadar,District,Rural,Manufacturing,699800,36.66,19088.9,47.6,51.77,35.97,38975.0,32.08,9.68,280,11,46.04,55.43,18653,255.6,26.6,17.81,1469.0,1768.0,64.83,47.01,62.39
2021,Balochistan,Makran,Gwadar,District,Rural,Services,807274,136.47,5915.2,44.21,54.68,28.85,32539.0,32.61,15.86,285,17,48.09,49.57,2868,199.4,28.9,40.4,1243.0,1222.0,52.92,50.04,62.77
2022,Balochistan,Makran,Gwadar,District,Rural,Services,757320,31.63,23946.4,48.1,50.22,29.76,43958.0,40.46,11.28,172,13,49.07,45.7,10028,204.9,19.0,30.6,2014.0,2318.0,38.05,45.36,56.36
2023,Balochistan,Makran,Gwadar,District,Semi-Urban,Education,768330,32.9,23356.3,53.31,63.21,47.41,46469.0,43.1,14.44,157,8,48.23,46.67,21986,137.2,18.6,33.19,1999.0,2181.0,45.33,50.99,62.7
2024,Balochistan,Makran,Gwadar,District,Urban,Education,789428,46.29,17054.4,47.34,55.2,37.44,46447.0,37.9,11.89,321,17,43.79,58.65,15569,265.4,20.2,35.49,1021.0,2691.0,58.16,51.43,57.3
2015,Balochistan,Makran,Kech,District,Rural,Manufacturing,734539,166.41,4414.0,40.06,49.14,33.27,20682.0,35.56,13.35,222,10,45.18,40.23,3296,223.5,28.4,45.11,629.0,1048.0,55.07,60.56,53.88
2016,Balochistan,Makran,Kech,District,Rural,Mining,756988,60.99,12412.3,42.38,49.62,30.94,26612.0,32.46,12.49,178,8,49.14,38.39,10733,252.0,22.7,31.77,928.0,1342.0,33.15,49.72,58.82
2017,Balochistan,Makran,Kech,District,Semi-Urban,Agriculture,751361,112.6,6672.7,42.79,53.38,37.75,43709.0,39.88,9.53,303,8,51.93,49.86,4834,110.8,28.4,36.41,1376.0,1574.0,20.61,54.23,58.94
2018,Balochistan,Makran,Kech,District,Semi-Urban,Mining,810340,46.36,17480.2,43.31,46.08,34.24,44967.0,38.6,13.61,170,9,45.27,43.25,15836,164.9,28.1,33.79,970.0,1750.0,38.64,60.05,58.76
2019,Balochistan,Makran,Kech,District,Rural,Education,804151,60.8,13225.9,43.09,48.01,32.56,22933.0,35.8,9.89,173,8,50.38,42.84,11380,105.5,24.4,46.76,778.0,1231.0,59.23,47.93,56.54
2020,Balochistan,Makran,Kech,District,Rural,Services,820311,109.79,7471.8,51.01,61.41,40.82,45187.0,32.25,15.54,174,9,49.59,43.49,2251,163.8,21.3,22.97,1795.0,2890.0,63.86,50.59,58.74
2021,Balochistan,Makran,Kech,District,Urban,Education,867822,51.55,16834.8,41.46,52.43,22.64,26103.0,40.51,14.12,319,12,38.21,55.18,18619,218.1,19.3,36.73,881.0,1564.0,45.99,54.2,57.18
2022,Balochistan,Makran,Kech,District,Rural,Healthcare,870273,43.86,19842.0,53.92,65.18,36.16,39527.0,39.53,8.53,273,11,49.46,59.08,19084,113.5,22.1,30.57,1168.0,1616.0,39.65,54.94,57.81
2023,Balochistan,Makran,Kech,District,Urban,Services,807240,33.86,23838.2,44.18,48.26,24.71,30896.0,44.47,15.94,215,16,42.23,46.88,25440,163.2,25.5,27.9,702.0,1925.0,35.42,56.34,61.51
2024,Balochistan,Makran,Kech,District,Semi-Urban,Manufacturing,859467,45.49,18892.5,43.1,48.08,37.36,48590.0,35.61,11.52,324,9,41.01,50.85,6196,264.3,23.5,31.18,1561.0,2337.0,61.0,50.35,58.0
2015,Balochistan,Makran,Panjgur,District,Urban,Mining,748517,30.54,24509.1,46.17,54.47,35.59,31028.0,30.69,13.04,309,18,54.01,58.89,20281,113.5,29.5,38.2,1475.0,1024.0,52.23,42.33,59.6
2016,Balochistan,Makran,Panjgur,District,Semi-Urban,Education,774661,38.56,20087.6,48.87,60.12,43.12,24990.0,43.35,11.59,174,17,56.7,57.72,13167,112.1,31.2,44.26,522.0,1433.0,41.66,51.16,58.3
2017,Balochistan,Makran,Panjgur,District,Rural,Services,770108,106.37,7240.2,48.49,56.0,37.31,26201.0,32.07,12.49,271,8,44.16,53.6,4667,134.2,22.1,19.29,854.0,1460.0,23.05,50.35,57.74
2018,Balochistan,Makran,Panjgur,District,Semi-Urban,Services,817757,27.41,29834.4,52.77,60.43,42.61,27950.0,28.76,10.66,225,19,53.23,59.12,13778,176.3,28.9,17.63,826.0,1083.0,36.08,48.7,62.39
2019,Balochistan,Makran,Panjgur,District,Rural,Education,850322,233.57,3640.6,58.2,62.86,43.34,44042.0,32.47,11.56,170,11,63.88,69.46,1275,265.3,19.4,24.25,2197.0,1708.0,60.81,45.75,62.15
2020,Balochistan,Makran,Panjgur,District,Urban,Mining,872644,73.12,11934.5,41.65,43.93,22.94,45923.0,35.62,11.43,193,9,40.12,47.25,9634,235.1,27.8,31.43,1694.0,1723.0,55.03,55.45,58.91
2021,Balochistan,Makran,Panjgur,District,Semi-Urban,Manufacturing,918520,58.2,15782.3,41.88,53.06,36.87,49875.0,30.45,13.59,313,13,39.05,40.25,9574,129.4,25.4,53.19,1263.0,3097.0,30.07,54.84,59.24
2022,Balochistan,Makran,Panjgur,District,Urban,Services,931304,151.78,6135.9,45.88,54.5,30.31,25489.0,38.92,11.54,226,19,42.95,49.52,3507,155.7,19.0,40.98,614.0,925.0,49.3,55.32,59.96
2023,Balochistan,Makran,Panjgur,District,Rural,Services,975924,33.77,28898.5,47.33,55.21,38.98,50001.0,33.31,13.34,247,19,57.12,54.1,27759,257.2,29.0,23.88,1442.0,1855.0,28.77,51.75,59.18
2024,Balochistan,Makran,Panjgur,District,Rural,Construction,818969,45.4,18039.4,47.47,55.87,33.3,48500.0,37.05,17.18,179,9,51.24,43.99,7695,147.3,29.3,28.61,2054.0,1917.0,25.21,48.26,60.3
2015,Balochistan,Nasirabad,Bolan,District,Semi-Urban,Agriculture,929264,207.22,4484.3,39.67,44.24,33.66,41864.0,38.94,11.81,225,11,49.01,42.66,1539,137.7,21.5,32.63,1388.0,1959.0,25.4,56.48,57.96
2016,Balochistan,Nasirabad,Bolan,District,Urban,Agriculture,942420,35.31,26689.6,36.39,42.9,28.0,30693.0,39.22,7.58,308,15,45.18,46.7,15090,194.0,28.6,37.79,907.0,2089.0,59.96,59.58,54.33
2017,Balochistan,Nasirabad,Bolan,District,Semi-Urban,Manufacturing,951427,76.04,12512.8,53.45,55.76,41.21,24989.0,38.15,11.23,226,13,61.58,47.3,10593,196.9,26.6,40.54,825.0,803.0,67.12,48.67,60.36
2018,Balochistan,Nasirabad,Bolan,District,Urban,Agriculture,981154,72.89,13459.8,43.38,50.88,32.49,48238.0,36.67,11.93,267,10,47.15,50.09,8408,143.5,19.3,26.99,1584.0,2015.0,44.55,55.48,56.76
2019,Balochistan,Nasirabad,Bolan,District,Rural,Agriculture,1031954,135.95,7590.9,47.4,54.29,36.44,38904.0,36.31,13.13,496,20,47.04,41.93,6662,241.9,22.3,40.56,1230.0,1744.0,53.05,56.31,56.25
2020,Balochistan,Nasirabad,Bolan,District,Rural,Construction,1023651,315.04,3249.3,41.78,50.46,35.33,27795.0,38.27,12.56,308,18,50.16,46.8,3813,117.2,27.8,41.2,1048.0,1449.0,60.41,52.4,55.19
2021,Balochistan,Nasirabad,Bolan,District,Rural,Mining,1116198,81.35,13721.7,50.11,59.25,31.57,47943.0,37.98,10.84,309,12,52.22,60.22,14001,175.7,19.1,9.23,1933.0,2628.0,45.11,47.2,60.82
2022,Balochistan,Nasirabad,Bolan,District,Urban,Healthcare,1017246,148.71,6840.6,42.83,54.8,31.3,47453.0,38.46,8.8,205,10,50.67,38.93,5715,166.2,31.8,49.35,1404.0,2804.0,51.36,48.34,57.77
2023,Balochistan,Nasirabad,Bolan,District,Semi-Urban,Manufacturing,1178843,67.06,17578.2,47.34,57.15,33.52,27144.0,43.18,9.52,322,12,50.4,58.58,7618,92.2,27.8,18.16,1022.0,1638.0,25.63,58.95,58.78
2024,Balochistan,Nasirabad,Bolan,District,Rural,Services,1249972,70.4,17755.1,54.31,62.4,42.03,55946.0,28.36,8.37,542,21,56.91,53.04,11765,164.0,23.4,25.02,2157.0,3202.0,21.87,46.97,63.14
2015,Balochistan,Nasirabad,Jafarabad,District,Urban,Education,481326,22.56,21334.4,48.71,59.14,39.05,41701.0,36.84,14.73,224,7,47.87,48.85,8286,150.8,29.1,43.01,1921.0,1475.0,62.91,50.93,58.11
2016,Balochistan,Nasirabad,Jafarabad,District,Urban,Healthcare,497862,19.82,25123.1,45.84,55.44,29.73,31460.0,43.97,11.96,177,7,50.94,42.73,8807,128.1,29.5,32.38,1376.0,1026.0,63.36,53.68,57.84
2017,Balochistan,Nasirabad,Jafarabad,District,Urban,Manufacturing,508399,21.31,23854.5,39.06,41.57,33.57,31325.0,36.58,15.49,142,6,37.76,50.71,13038,126.1,18.8,29.12,1400.0,1573.0,38.02,51.33,57.79
2018,Balochistan,Nasirabad,Jafarabad,District,Rural,Education,519679,181.98,2855.8,47.61,58.56,40.16,24446.0,33.36,10.68,166,6,45.52,57.88,1089,195.6,22.9,37.99,509.0,782.0,57.45,54.47,61.91
2019,Balochistan,Nasirabad,Jafarabad,District,Urban,Manufacturing,544572,68.06,8000.9,44.99,53.81,25.48,44079.0,36.5,15.16,204,10,43.59,51.27,7061,182.4,30.1,36.46,1677.0,1337.0,43.7,55.29,62.83
2020,Balochistan,Nasirabad,Jafarabad,District,Urban,Construction,521878,49.45,10552.9,54.28,63.05,42.28,46151.0,40.06,13.06,106,6,55.21,53.67,8717,152.8,21.5,33.04,933.0,3230.0,61.22,43.16,62.0
2021,Balochistan,Nasirabad,Jafarabad,District,Semi-Urban,Education,588804,33.23,17720.8,42.18,46.94,32.3,48584.0,31.05,16.89,155,10,48.22,45.48,10081,150.5,21.9,24.3,1190.0,2945.0,52.81,53.59,57.1
2022,Balochistan,Nasirabad,Jafarabad,District,Rural,Agriculture,602069,24.61,24466.2,41.1,47.28,32.21,48972.0,43.1,13.5,158,7,47.2,49.36,20177,208.0,32.0,35.69,2441.0,3068.0,39.41,59.53,55.7
2023,Balochistan,Nasirabad,Jafarabad,District,Semi-Urban,Construction,557696,26.29,21216.9,50.65,58.24,35.79,47456.0,37.61,13.26,142,8,59.7,50.23,8808,144.0,20.4,39.13,1317.0,2958.0,34.69,50.51,57.6
2024,Balochistan,Nasirabad,Jafarabad,District,Semi-Urban,Healthcare,622952,29.62,21031.9,48.13,52.73,38.16,31167.0,35.59,13.81,207,13,48.64,55.79,8539,145.3,29.0,35.37,674.0,1726.0,34.7,51.28,56.45
2015,Balochistan,Nasirabad,Jhal Magsi,District,Rural,Construction,619098,83.13,7447.2,46.54,51.97,26.66,31289.0,43.54,12.83,262,7,49.84,47.82,3194,246.8,20.1,52.2,1435.0,1164.0,69.36,54.9,55.44
2016,Balochistan,Nasirabad,Jhal Magsi,District,Urban,Manufacturing,626539,21.15,29625.9,47.04,56.9,39.67,28547.0,40.08,11.05,213,14,49.12,44.17,25271,229.2,26.1,35.01,1113.0,1317.0,58.99,50.52,59.07
2017,Balochistan,Nasirabad,Jhal Magsi,District,Rural,Education,662082,216.63,3056.3,44.75,53.02,29.6,30780.0,34.22,11.36,254,10,40.49,44.49,3329,240.0,20.7,36.81,904.0,1050.0,32.44,61.5,59.22
2018,Balochistan,Nasirabad,Jhal Magsi,District,Urban,Construction,661996,172.93,3828.0,43.63,46.96,28.33,29544.0,33.75,13.19,309,6,46.1,47.49,2386,184.3,24.1,44.19,758.0,2007.0,69.81,46.57,55.88
2019,Balochistan,Nasirabad,Jhal Magsi,District,Rural,Services,704831,83.95,8395.7,50.21,52.59,35.45,33233.0,33.4,15.43,168,14,56.2,54.47,8346,120.4,23.1,26.72,1286.0,1786.0,63.83,51.0,61.93
2020,Balochistan,Nasirabad,Jhal Magsi,District,Rural,Construction,654549,25.76,25411.4,55.41,64.26,47.32,25467.0,29.29,13.79,305,13,56.53,49.57,22755,135.5,27.8,23.25,1015.0,1039.0,20.47,47.66,59.95
2021,Balochistan,Nasirabad,Jhal Magsi,District,Rural,Manufacturing,718556,28.45,25258.3,44.58,49.21,36.58,27119.0,38.45,15.63,310,8,41.89,40.17,15713,109.1,20.8,48.22,876.0,988.0,46.16,63.56,60.79
2022,Balochistan,Nasirabad,Jhal Magsi,District,Rural,Agriculture,729421,34.29,21269.7,44.68,56.17,32.26,52276.0,40.97,12.52,211,13,40.4,39.75,20231,109.9,26.0,42.63,1204.0,2103.0,58.98,58.77,57.1
2023,Balochistan,Nasirabad,Jhal Magsi,District,Urban,Healthcare,701702,68.2,10288.6,48.64,58.03,38.95,56384.0,41.59,9.85,206,15,46.4,42.13,11330,142.3,29.2,28.99,1144.0,2004.0,24.75,47.23,55.86
2024,Balochistan,Nasirabad,Jhal Magsi,District,Rural,Education,781216,28.88,27046.8,51.0,57.57,40.0,36030.0,29.04,12.28,160,13,56.9,50.8,28821,151.7,19.6,34.21,1585.0,2016.0,61.79,58.71,58.15
2015,Balochistan,Nasirabad,Nasirabad,District,Urban,Agriculture,786187,215.86,3642.1,43.87,49.67,36.15,37022.0,34.23,11.87,162,15,45.72,49.1,3920,234.4,27.5,41.16,1718.0,2188.0,37.93,63.1,61.25
2016,Balochistan,Nasirabad,Nasirabad,District,Semi-Urban,Manufacturing,811576,51.8,15667.4,38.35,47.78,25.47,32514.0,36.13,12.11,174,12,35.46,45.69,18489,92.2,30.2,40.83,1304.0,1415.0,56.19,47.51,56.84
2017,Balochistan,Nasirabad,Nasirabad,District,Urban,Education,822892,176.33,4666.8,43.47,55.35,30.09,39396.0,31.89,13.68,206,14,44.31,50.48,5324,159.3,29.7,28.35,1385.0,1921.0,22.73,48.07,52.3
2018,Balochistan,Nasirabad,Nasirabad,District,Urban,Mining,840200,36.47,23040.0,47.23,50.02,29.97,25607.0,34.87,6.53,283,14,46.68,50.28,16203,189.1,23.3,29.82,1170.0,1226.0,42.21,56.16,60.72
2019,Balochistan,Nasirabad,Nasirabad,District,Urban,Manufacturing,827767,40.79,20294.4,41.61,46.65,27.32,35941.0,40.4,14.37,358,12,45.8,35.37,18044,106.4,26.5,43.17,1211.0,1568.0,45.42,54.53,57.08
2020,Balochistan,Nasirabad,Nasirabad,District,Rural,Services,914209,35.65,25640.9,48.78,57.36,42.31,46492.0,34.73,10.44,305,10,52.9,55.79,26843,155.4,24.3,23.11,2275.0,1938.0,20.11,49.22,62.77
